original_id	counterfactual_id	negation_additions	negation_deletions	affect word_additions	affect word_deletions	gender word_additions	gender word_deletions	identity word_additions	identity word_deletions	hedges_additions	hedges_deletions	hate words_additions	hate words_deletions
145	145p	False	False	True	True	False	False	False	False	False	False	False	False
146	146p	False	True	True	True	False	False	False	False	False	False	False	False
147	147p	False	True	True	True	False	True	False	False	False	False	False	False
148	148p	True	False	False	True	False	False	False	False	False	True	False	False
149	149p	False	True	True	True	False	False	False	False	False	False	False	False
150	150p	True	True	True	True	False	False	False	False	True	True	False	False
151	151p	True	True	True	True	False	False	False	False	False	True	False	False
152	152p	False	False	True	True	False	False	False	False	False	False	False	False
153	153p	True	True	True	True	False	False	False	False	False	False	False	False
154	154p	False	True	True	True	True	True	False	False	True	True	False	False
155	155p	False	True	False	False	False	False	False	False	False	False	False	False
156	156p	True	True	True	True	False	False	True	False	True	True	True	False
157	157p	True	True	True	True	False	False	False	False	True	True	False	False
158	158p	False	False	True	True	True	True	False	False	False	False	False	False
159	159p	False	False	True	True	False	False	False	False	False	True	False	False
160	160p	False	True	True	True	False	False	False	False	False	False	False	False
161	161p	False	True	True	True	True	True	False	True	False	True	False	True
162	162p	True	True	True	True	False	False	False	False	False	True	False	False
163	163p	False	True	True	True	False	False	False	False	True	False	False	False
164	164p	True	True	True	True	False	False	False	False	True	True	False	False
165	165p	True	False	True	True	False	False	False	False	False	True	False	False
166	166p	False	True	True	False	False	False	False	False	False	False	False	False
167	167p	False	False	True	True	False	False	False	False	True	True	False	False
168	168p	False	False	True	False	False	False	False	False	False	False	False	False
169	169p	True	True	True	True	True	False	False	False	False	False	False	False
170	170p	True	True	True	True	False	False	False	False	False	True	False	False
171	171p	False	False	True	True	False	False	False	False	False	False	False	False
172	172p	True	False	True	True	False	False	False	False	False	False	False	False
173	173p	False	False	True	True	False	False	False	False	False	False	False	False
174	174p	True	True	True	True	False	False	False	False	False	True	False	False
175	175p	False	True	True	True	False	False	False	False	True	False	False	False
176	176p	True	False	True	True	False	True	False	False	True	True	False	False
177	177p	False	True	True	True	False	False	False	False	True	False	False	False
178	178p	True	True	True	True	False	False	False	False	True	True	False	False
179	179p	False	False	True	True	False	True	False	False	True	False	False	False
180	180p	True	True	True	True	False	True	False	False	True	True	False	False
181	181p	False	True	True	True	False	False	False	False	True	False	False	False
182	182p	True	True	True	True	False	False	False	True	False	False	False	True
183	183p	False	False	True	True	False	False	False	False	False	False	False	False
184	184p	False	True	True	True	True	False	False	False	True	True	False	False
185	185p	False	False	True	False	False	False	False	False	False	False	False	False
186	186p	False	False	True	True	False	False	False	False	False	False	False	False
187	187p	False	False	True	True	False	True	False	False	False	True	False	False
188	188p	False	False	True	True	False	False	False	False	False	True	False	False
189	189p	False	False	True	True	False	False	False	False	False	False	False	False
190	190p	True	True	True	True	False	False	False	False	False	True	False	False
191	191p	False	True	True	True	False	False	False	False	False	False	False	False
192	192p	False	True	True	True	False	False	False	False	False	False	False	False
193	193p	True	False	True	False	False	False	False	False	False	True	False	False
194	194p	False	False	True	True	False	False	False	False	False	False	False	False
195	195p	False	True	True	True	False	False	False	False	False	False	False	False
196	196p	True	False	True	False	False	False	False	False	False	False	False	False
197	197p	False	True	True	True	False	False	False	False	False	False	False	False
198	198p	False	True	False	True	False	False	False	False	True	False	False	False
199	199p	False	True	True	True	False	False	False	False	True	False	False	False
200	200p	False	True	True	True	False	False	False	False	True	False	False	False
201	201p	False	True	True	True	False	False	False	False	False	False	False	False
202	202p	True	False	True	False	True	True	False	False	True	True	False	False
203	203p	False	True	True	True	False	False	False	False	False	False	False	False
204	204p	True	False	True	True	False	False	False	False	False	False	False	False
205	205p	False	False	True	True	False	False	False	False	False	True	False	False
206	206p	False	True	True	True	False	False	False	False	False	False	False	False
207	207p	True	True	False	True	False	False	False	False	False	True	False	False
208	208p	False	True	False	False	False	False	False	False	False	True	False	False
209	209p	False	False	False	False	False	False	False	False	False	False	False	False
210	210p	False	True	True	True	False	False	False	False	True	True	False	False
211	211p	False	False	True	True	False	False	False	False	False	False	False	False
212	212p	False	False	True	True	False	False	False	False	False	True	False	False
213	213p	True	True	True	True	False	False	True	False	False	False	True	False
214	214p	False	True	True	True	False	False	False	False	False	True	False	False
215	215p	False	False	True	True	False	False	False	False	False	False	False	False
216	216p	False	True	True	True	False	False	False	False	False	True	False	False
217	217p	False	True	True	True	False	False	False	False	False	True	False	False
218	218p	False	False	True	True	False	False	False	False	False	False	False	False
219	219p	True	False	True	True	False	True	False	False	False	False	False	False
220	220p	False	True	True	True	False	False	False	False	True	True	False	False
221	221p	True	True	True	True	False	False	False	False	False	False	False	False
222	222p	True	True	True	True	False	False	False	False	False	True	False	False
223	223p	True	False	True	True	False	False	False	False	True	False	False	False
224	224p	False	False	True	False	False	False	False	False	False	False	False	False
225	225p	True	False	True	True	False	False	False	True	False	False	False	True
226	226p	True	True	True	True	False	False	False	False	True	False	False	False
227	227p	True	False	True	True	False	False	False	False	False	False	False	False
228	228p	False	True	True	True	False	False	False	False	False	False	False	False
229	229p	True	True	True	True	False	False	False	False	False	True	False	False
230	230p	False	False	True	True	False	False	False	False	False	False	False	False
231	231p	False	False	True	True	False	False	False	False	False	True	False	False
232	232p	True	True	True	True	True	False	False	False	False	False	False	False
233	233p	False	True	True	False	False	False	False	False	False	False	False	False
234	234p	False	False	True	True	False	False	False	False	False	False	False	False
235	235p	False	False	True	True	False	False	False	False	False	False	False	False
236	236p	False	True	True	True	False	False	False	False	True	False	False	False
237	237p	True	False	True	True	False	False	False	False	False	False	False	False
238	238p	False	False	True	False	False	False	False	False	False	False	False	False
239	239p	False	True	True	True	False	False	False	False	False	False	False	False
240	240p	False	True	True	True	False	False	False	False	True	True	False	False
241	241p	False	True	True	True	False	True	False	False	True	False	False	False
242	242p	False	True	True	True	False	False	False	False	True	True	False	False
243	243p	True	True	True	True	False	False	False	False	True	True	False	False
244	244p	True	True	True	True	False	False	False	False	True	True	False	False
245	245p	True	True	True	True	False	False	False	False	False	False	False	False
246	246p	False	False	True	True	False	False	False	False	False	False	False	False
247	247p	False	True	True	True	True	False	False	False	False	True	False	False
248	248p	True	True	True	True	False	False	False	False	True	False	False	False
249	249p	True	True	True	True	False	False	False	False	False	False	False	False
250	250p	False	False	True	True	False	False	False	False	True	False	False	False
251	251p	False	True	True	True	False	False	False	False	False	False	False	False
252	252p	True	False	True	True	False	False	False	False	False	False	False	False
253	253p	False	False	True	False	False	False	False	False	False	False	False	False
254	254p	False	False	True	True	False	False	False	False	True	False	False	False
255	255p	True	True	False	False	False	False	False	False	True	True	False	False
256	256p	False	True	True	True	False	False	False	False	False	False	False	False
257	257p	True	False	True	True	False	False	False	False	False	True	False	False
258	258p	False	True	True	True	False	False	False	False	False	False	False	False
259	259p	False	False	True	True	False	False	False	False	False	False	False	False
260	260p	True	True	True	True	False	False	False	False	False	False	False	False
261	261p	False	True	True	True	True	False	False	False	True	True	False	False
262	262p	False	True	True	False	False	False	False	False	False	False	False	False
263	263p	True	False	True	True	False	False	False	False	True	False	False	False
264	264p	False	False	True	True	False	False	False	False	True	False	False	False
265	265p	True	False	True	True	False	False	False	False	False	True	False	False
266	266p	True	True	True	True	False	False	False	False	False	False	False	False
267	267p	True	True	True	False	False	False	False	False	False	True	False	False
268	268p	False	True	True	True	False	True	False	False	False	True	False	False
269	269p	False	True	True	True	False	False	False	False	False	False	False	False
270	270p	False	True	True	True	False	False	False	False	True	False	False	False
271	271p	False	True	True	True	False	False	False	False	False	False	False	False
272	272p	False	True	True	True	False	False	False	False	True	False	False	False
273	273p	False	False	True	True	False	False	False	False	False	False	False	False
274	274p	True	False	True	True	True	False	False	False	False	False	False	False
275	275p	False	True	True	True	False	False	False	False	True	False	False	False
276	276p	False	False	True	True	False	False	False	False	False	False	False	False
277	277p	False	True	True	True	False	False	False	False	False	False	False	False
278	278p	False	False	False	False	False	False	False	False	False	False	False	False
279	279p	False	True	True	True	False	False	False	False	False	False	False	False
280	280p	False	False	True	True	False	False	False	False	False	False	False	False
281	281p	True	True	True	True	False	True	False	False	True	False	False	False
282	282p	False	False	True	True	False	False	False	False	False	False	False	False
283	283p	False	True	True	True	False	False	False	False	False	False	False	False
284	284p	False	True	True	True	False	False	False	False	True	False	False	False
285	285p	True	False	True	True	False	False	False	False	True	True	False	False
286	286p	True	True	True	True	False	False	False	False	False	False	False	False
287	287p	False	False	True	True	False	False	False	False	False	False	False	False
288	288p	False	False	True	True	False	False	False	False	False	False	False	False
289	289p	True	True	True	True	False	True	False	False	False	False	False	False
290	290p	False	False	True	True	False	False	False	False	False	True	False	False
291	291p	False	False	True	False	False	False	False	False	False	False	False	False
292	292p	True	True	True	True	False	False	False	False	False	True	False	False
293	293p	True	True	True	True	False	False	False	False	True	False	False	False
294	294p	False	True	True	True	False	False	False	False	True	False	False	False
295	295p	False	True	True	True	False	False	False	False	False	True	False	False
296	296p	False	True	True	True	False	False	False	False	False	False	False	False
297	297p	False	True	True	True	False	False	False	False	False	False	False	False
298	298p	True	True	True	True	False	False	False	True	True	True	False	True
299	299p	False	True	True	True	False	False	False	False	True	True	False	False
300	300p	False	True	True	True	False	False	False	False	True	False	False	False
301	301p	False	True	True	True	False	False	False	False	False	False	False	False
302	302p	False	True	True	True	False	False	False	False	True	True	False	False
303	303p	True	False	True	True	False	False	False	False	True	False	False	False
304	304p	False	True	True	True	False	False	False	False	True	False	False	False
305	305p	False	False	True	True	False	False	False	False	False	False	False	True
306	306p	False	False	True	True	False	False	False	False	False	False	False	False
307	307p	True	False	True	True	False	False	False	False	False	True	False	False
308	308p	False	True	True	True	False	False	False	False	False	False	False	False
309	309p	False	False	True	True	False	False	False	False	True	False	False	False
310	310p	False	True	True	True	False	False	False	False	False	False	False	False
311	311p	True	True	True	True	False	False	False	False	False	False	False	False
312	312p	False	True	True	True	False	False	False	False	False	True	False	False
313	313p	False	False	True	True	False	False	False	False	False	True	False	False
314	314p	False	True	True	True	False	False	False	False	False	False	False	False
315	315p	True	True	True	True	False	False	False	False	True	True	False	False
316	316p	False	True	True	True	True	False	False	False	False	False	False	False
317	317p	False	False	True	True	False	False	False	False	False	False	False	False
318	318p	True	True	True	True	False	False	False	False	False	False	False	False
319	319p	False	True	True	True	False	False	False	False	True	True	False	False
320	320p	False	False	False	False	False	False	False	False	False	False	False	False
321	321p	True	True	True	True	False	False	False	False	False	True	False	False
322	322p	False	True	True	True	False	False	False	False	False	False	False	False
323	323p	True	True	True	True	False	False	False	False	True	True	False	False
324	324p	False	False	True	True	False	False	False	False	False	False	False	False
325	325p	True	True	True	True	False	False	False	False	False	True	False	False
326	326p	True	True	True	True	False	False	False	False	False	False	False	False
327	327p	False	True	True	True	False	False	False	False	False	True	False	False
328	328p	False	False	True	True	False	False	False	False	False	False	False	False
329	329p	False	False	True	True	False	False	False	True	False	False	False	True
330	330p	True	True	True	True	False	False	False	False	True	True	False	False
331	331p	True	True	True	True	False	False	False	False	False	True	False	False
332	332p	False	True	True	True	False	False	False	False	False	False	False	False
333	333p	False	True	True	True	False	False	False	False	False	False	False	False
334	334p	True	True	True	True	False	False	False	False	False	True	False	False
335	335p	True	False	True	True	False	False	False	False	False	False	False	False
336	336p	False	False	True	True	False	False	False	False	False	False	False	False
337	337p	True	False	True	False	True	True	False	False	False	False	False	False
338	338p	False	True	True	True	False	False	False	False	False	False	False	False
339	339p	False	True	True	True	False	False	False	False	False	False	False	False
340	340p	False	True	True	True	False	False	False	False	False	False	False	False
341	341p	True	True	True	True	False	False	False	False	False	False	False	False
342	342p	True	False	True	True	False	False	False	False	True	True	False	False
343	343p	False	True	True	True	False	False	False	False	False	False	False	False
344	344p	False	True	True	True	False	True	False	False	False	False	False	False
345	345p	False	True	True	True	False	False	False	False	False	False	False	False
346	346p	False	True	True	True	False	False	False	False	False	False	False	False
347	347p	True	False	True	True	False	False	False	False	False	False	False	False
348	348p	False	True	True	True	False	False	False	False	False	False	False	False
349	349p	False	True	True	True	False	False	False	False	False	False	False	False
350	350p	False	True	True	True	False	False	False	False	False	False	False	False
351	351p	False	True	True	True	False	False	False	False	False	False	False	False
352	352p	False	True	True	True	False	False	False	False	True	True	False	False
353	353p	False	False	True	True	False	False	False	False	True	True	False	False
354	354p	True	False	True	True	False	True	False	False	False	True	False	False
355	355p	True	False	True	True	True	False	False	False	False	False	False	False
356	356p	True	False	True	True	False	False	False	False	False	False	False	False
357	357p	True	False	True	True	False	False	False	False	False	False	False	False
358	358p	False	True	True	True	False	False	False	False	False	False	False	False
359	359p	False	True	True	True	False	False	False	False	True	False	False	False
360	360p	False	False	True	True	False	False	False	False	False	False	False	False
361	361p	True	False	True	True	False	False	False	False	False	False	False	False
362	362p	True	True	True	True	False	False	False	False	True	False	False	False
363	363p	True	False	True	True	False	False	False	True	True	False	False	True
364	364p	True	False	True	True	True	False	False	False	True	False	False	False
365	365p	True	False	True	True	False	False	False	False	False	True	False	False
366	366p	False	False	True	True	False	False	False	False	False	False	False	False
367	367p	False	True	True	True	False	False	False	False	False	False	False	False
368	368p	True	True	True	True	False	False	False	False	True	True	False	False
369	369p	False	True	True	True	False	False	False	False	False	False	False	False
370	370p	True	True	True	True	False	False	False	False	True	False	False	False
371	371p	True	True	True	True	True	False	False	False	False	False	False	False
372	372p	False	False	True	True	False	False	False	False	False	False	False	False
373	373p	True	False	True	True	False	False	False	False	False	False	False	False
374	374p	False	False	True	True	False	False	False	False	True	True	False	False
375	375p	False	True	True	True	False	False	False	False	False	True	False	False
376	376p	False	True	True	True	False	False	False	False	False	True	False	False
377	377p	False	True	False	False	False	False	False	False	False	False	False	False
378	378p	True	True	True	True	False	False	False	False	False	False	False	False
379	379p	False	True	True	True	False	False	False	False	False	False	False	False
380	380p	True	True	True	True	False	False	False	False	False	True	False	False
381	381p	True	False	True	True	False	False	False	False	False	True	False	False
382	382p	False	True	True	True	False	False	False	False	True	False	False	False
383	383p	True	True	True	True	False	False	False	False	False	False	False	False
384	384p	True	True	True	True	False	False	False	False	False	True	False	False
385	385p	False	True	True	True	False	False	False	False	False	False	False	False
386	386p	False	False	True	True	False	False	False	False	False	False	False	False
387	387p	False	True	True	True	False	False	False	False	False	False	False	False
388	388p	True	False	True	True	True	True	False	False	False	True	False	False
389	389p	False	False	True	True	False	False	False	False	False	False	False	False
390	390p	False	True	True	True	False	False	False	False	True	True	False	False
391	391p	False	True	True	True	False	False	False	False	False	False	False	False
392	392p	True	True	True	True	False	False	False	False	True	False	False	False
393	393p	False	False	True	True	False	False	False	False	False	False	False	False
394	394p	False	False	True	True	True	False	False	False	False	False	False	False
395	395p	False	True	True	True	False	False	False	False	False	True	False	False
396	396p	True	True	True	True	False	False	False	False	False	True	False	False
397	397p	False	True	True	True	False	False	False	False	False	False	False	False
398	398p	True	True	True	True	False	False	False	False	True	True	False	False
399	399p	False	True	True	True	False	False	False	False	False	False	False	False
400	400p	False	False	True	True	False	True	False	False	True	False	False	False
401	401p	False	False	True	True	False	False	False	False	False	True	False	False
402	402p	True	True	True	True	True	False	False	False	True	True	False	False
403	403p	False	True	True	True	False	False	False	False	False	False	False	False
404	404p	True	True	True	True	False	False	False	False	True	True	False	False
405	405p	False	False	True	True	False	False	False	False	False	False	False	False
406	406p	True	True	True	True	False	False	False	False	False	False	False	False
407	407p	True	True	True	True	False	False	False	False	False	False	False	False
408	408p	True	True	True	True	False	False	False	False	False	True	False	False
409	409p	True	True	True	True	False	False	False	False	False	True	False	False
410	410p	False	True	True	True	False	False	False	False	False	False	False	False
411	411p	False	True	True	True	False	False	False	False	True	False	False	False
412	412p	False	True	True	True	False	False	False	False	True	False	False	False
413	413p	False	True	True	True	False	False	False	False	True	True	False	False
414	414p	False	True	True	True	False	False	False	False	False	False	False	False
415	415p	False	True	True	True	False	False	False	False	False	True	False	False
416	416p	True	True	True	True	False	False	False	False	True	False	False	False
417	417p	False	True	True	True	False	False	False	False	False	True	False	False
418	418p	True	True	True	True	False	False	False	False	False	True	False	False
419	419p	False	True	True	True	False	False	False	False	False	False	False	False
420	420p	False	False	True	True	False	False	False	False	False	False	False	False
421	421p	True	True	True	True	False	False	False	False	True	True	False	False
422	422p	False	True	True	True	False	False	False	False	True	False	False	False
423	423p	False	False	True	True	False	False	False	False	False	False	False	False
424	424p	True	True	True	True	False	False	False	False	True	False	False	False
425	425p	True	False	True	True	False	False	False	False	False	False	False	False
426	426p	True	True	True	True	False	False	False	False	True	True	False	False
427	427p	False	True	True	True	False	False	False	False	True	True	False	False
428	428p	False	True	False	False	False	False	False	False	False	False	False	False
429	429p	False	False	True	True	False	False	False	False	False	False	False	False
430	430p	False	False	True	True	False	False	False	False	False	False	False	False
431	431p	True	True	True	True	False	False	False	False	False	False	False	False
432	432p	False	False	True	True	False	False	False	False	True	False	False	False
433	433p	False	True	True	True	False	False	False	False	False	True	False	False
434	434p	True	True	True	True	False	False	False	False	True	True	False	False
435	435p	True	True	True	True	False	False	False	False	False	False	False	False
436	436p	False	True	True	False	False	False	False	False	False	False	False	False
437	437p	False	True	True	True	False	False	False	False	False	False	False	False
438	438p	False	True	True	True	False	False	False	False	True	False	False	False
439	439p	False	False	True	True	False	False	False	False	False	False	False	False
440	440p	False	True	True	True	False	True	False	False	True	True	False	False
441	441p	False	False	False	True	False	False	False	False	False	False	False	False
442	442p	True	True	True	True	False	False	False	False	False	True	False	False
443	443p	True	False	True	True	False	False	False	False	True	True	False	False
444	444p	False	True	True	True	False	False	False	False	False	False	False	False
445	445p	False	False	True	True	False	True	False	False	True	False	False	False
446	446p	False	False	True	True	False	False	False	False	False	False	False	False
447	447p	False	True	True	True	False	False	False	False	False	False	False	False
448	448p	False	True	True	True	False	False	False	False	True	False	False	False
449	449p	False	False	True	True	False	False	False	False	False	False	False	False
450	450p	False	True	True	True	False	True	False	False	False	False	False	False
451	451p	False	True	True	True	False	False	False	False	False	False	False	False
452	452p	True	False	True	True	False	False	False	False	False	False	False	False
453	453p	False	False	True	True	False	False	False	False	False	True	False	False
454	454p	True	False	True	True	False	False	False	False	False	False	False	False
455	455p	False	True	True	True	False	False	False	False	False	False	False	False
456	456p	False	False	True	True	False	False	False	False	False	False	False	False
457	457p	True	False	True	True	True	False	False	False	False	True	False	False
458	458p	True	True	True	True	False	False	False	False	True	False	False	False
459	459p	True	True	True	True	False	False	False	False	False	True	False	False
460	460p	False	True	True	True	False	False	False	False	False	False	False	False
461	461p	False	True	True	True	False	False	False	False	False	False	False	False
462	462p	True	True	True	True	False	False	False	False	False	True	False	False
463	463p	False	False	True	True	False	False	False	False	False	False	False	False
464	464p	False	False	False	True	False	False	False	False	False	False	False	False
465	465p	False	True	True	True	False	False	False	False	False	True	False	False
466	466p	False	True	True	True	False	False	False	False	False	True	False	False
467	467p	True	False	True	True	False	True	False	False	False	False	False	False
468	468p	True	True	True	True	False	False	False	False	False	True	False	False
469	469p	False	False	True	True	False	False	False	False	False	False	False	False
470	470p	False	True	True	True	False	False	False	False	False	False	False	False
471	471p	True	True	True	True	False	False	False	False	False	False	False	False
472	472p	True	True	True	True	False	False	False	False	False	False	False	False
473	473p	False	True	False	True	False	False	False	False	False	True	False	False
474	474p	False	True	True	True	False	False	False	False	False	True	False	False
